IMAGE,IMAGE URL,GUID,SCIENTIFIC_NAME,COUNTRY,STATE_PROV,SPEC_LOCALITY,VERBATIM_DATE,DEC_LAT,DEC_LONG,COORDINATEUNCERTAINTYINMETERS
MVZ_Egg_7434.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7434_egg.jpg,MVZ:Egg:7434,Mycteria americana,United States,Florida,Cape Sable,#REF!,25.1922,-81.1118,9683
MVZ_Egg_4532.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/4532_egg.jpg,MVZ:Egg:4532,Mycteria americana,United States,Florida,No specific locality recorded.,#REF!,27.9526,-82.3708,35433
MVZ_Egg_7435.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7435_egg.jpg,MVZ:Egg:7435,Mycteria leucocephala,India,Rajasthan,Bharatpur,#REF!,27.21667,77.48333,3727
MVZ_Egg_2672.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/2672_egg.jpg,MVZ:Egg:2672,Phoenicopterus ruber,Bahamas,,No specific locality recorded.,#REF!,24.25,-76,515062
MVZ_Egg_7454.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7454_egg.jpg,MVZ:Egg:7454,Phoenicopterus ruber,Bahamas,,"Andros, Andros Island",#REF!,24.4333,-77.95,88585
MVZ_Egg_4547.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/4547_egg.jpg,MVZ:Egg:4547,Phoenicopterus ruber,Bahamas,,No specific locality recorded.,#REF!,24.25,-76,515062
MVZ_Egg_13208.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/13208_egg.jpg,MVZ:Egg:13208,Phoenicopterus ruber,Bahamas,,Andros Island,#REF!,24.4333,-77.95,88585
MVZ_Egg_4548.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/4548_egg.jpg,MVZ:Egg:4548,Phoenicopterus ruber,Bahamas,,No specific locality recorded.,#REF!,24.25,-76,515062
MVZ_Egg_7433.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7433_egg.jpg,MVZ:Egg:7433,Scopus umbretta ssp.,South Africa,Cape Province,District Somerset East,#REF!,-32.71666667,23.58333333,10540
MVZ_Egg_7453.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7453_egg.jpg,MVZ:Egg:7453,Platalea ajaja,United States,Texas,Bloomington,#REF!,28.648,-96.892,1807
MVZ_Egg_7452.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7452_egg.jpg,MVZ:Egg:7452,Platalea ajaja,United States,Louisiana,"Grand Lake, SW Mitu Bay",#REF!,30.0306,-93.2719,1624
MVZ_Egg_7437.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7437_egg.jpg,MVZ:Egg:7437,Bostrychia hagedash hagedash,South Africa,KwaZulu-Natal Province,"Mkusi River, Upper Zululand",#REF!,,,
MVZ_Egg_13010.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/13010_egg.jpg,MVZ:Egg:13010,Bostrychia hagedash nilotica,Uganda,,East Africa,#REF!,,,
MVZ_Egg_4549.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/4549_egg.jpg,MVZ:Egg:4549,Cygnus atratus,United States,California,del Monte Hotel Grounds,#REF!,36.60148,-121.87034,161
MVZ_Egg_5075.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/5075_egg.jpg,MVZ:Egg:5075,Cygnus olor,United States,New York,Sonneberg,#REF!,,,
MVZ_Egg_5082.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/5082_egg.jpg,MVZ:Egg:5082,Anser albifrons frontalis,United States,Alaska,Yukon Delta or St. Michaels,#REF!,,,
MVZ_Egg_7455.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7455_egg.jpg,MVZ:Egg:7455,Anser brachyrhynchus ?,Iceland,,Grafarlond,#REF!,65.25,-17.3,5265
MVZ_Egg_3174.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/3174_egg.jpg,MVZ:Egg:3174,Branta bernicla nigricans,United States,Alaska,Point Barrow,#REF!,71.3875,-156.4811111,1447
MVZ_Egg_2674.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/2674_egg.jpg,MVZ:Egg:2674,Branta bernicla nigricans,United States,Alaska,near Point Barrow,#REF!,71.3875,-156.4811111,8206
MVZ_Egg_2675.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/2675_egg.jpg,MVZ:Egg:2675,Anser canagicus,,,No specific locality recorded.,#REF!,,,
MVZ_Egg_2673.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/2673_egg.jpg,MVZ:Egg:2673,Branta bernicla nigricans,United States,Alaska,Point Barrow 20 mi from,#REF!,71.38555556,-156.4722222,35243
MVZ_Egg_3794.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/3794_egg.jpg,MVZ:Egg:3794,Branta canadensis canadensis,Canada,British Columbia,"Buffalo Lake, E of 100 Mile House",#REF!,51.7,-121.0667,4759
MVZ_Egg_5078.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/5078_egg.jpg,MVZ:Egg:5078,Branta canadensis canadensis,United States,Utah,Box Elder County (no specific locality),#REF!,41.521018,-113.082025,101006
MVZ_Egg_7457.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7457_egg.jpg,MVZ:Egg:7457,Branta canadensis moffitti,United States,California,"Lake Tahoe, Rowland's Marsh",#REF!,38.935446,-119.9930753,962
MVZ_Egg_7456.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7456_egg.jpg,MVZ:Egg:7456,Branta canadensis moffitti,United States,California,Rowlands Marsh,#REF!,38.935446,-119.9930753,962
MVZ_Egg_7463.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7463_egg.jpg,MVZ:Egg:7463,Chloephaga hybrida malvinarum,United Kingdom,Falkland Islands,West Point Island,#REF!,-51.33333,-60.68333,4188
MVZ_Egg_7461.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7461_egg.jpg,MVZ:Egg:7461,Chloephaga hybrida malvinarum,United Kingdom,Falkland Islands,East Falkland Island,#REF!,-51.91667,-59,77180
MVZ_Egg_7462.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7462_egg.jpg,MVZ:Egg:7462,Chloephaga hybrida ssp.,,,No specific locality recorded.,#REF!,,,
MVZ_Egg_7458.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7458_egg.jpg,MVZ:Egg:7458,Chloephaga picta picta,Argentina,Rio Negro,"Mari Languis, Ferro Carril Patagonico",#REF!,,,
MVZ_Egg_7459.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7459_egg.jpg,MVZ:Egg:7459,Chloephaga picta ssp.,,,No specific locality recorded.,#REF!,,,
MVZ_Egg_7460.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7460_egg.jpg,MVZ:Egg:7460,Chloephaga picta ssp.,,,No specific locality recorded.,#REF!,,,
MVZ_Egg_5102.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/5102_egg.jpg,MVZ:Egg:5102,Anas crecca carolinensis,United States,Utah,Box Elder County (no specific locality),#REF!,41.521018,-113.082025,101006
MVZ_Egg_5101.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/5101_egg.jpg,MVZ:Egg:5101,Anas crecca carolinensis,United States,Utah,Box Elder County (no specific locality),#REF!,41.521018,-113.082025,101006
MVZ_Egg_7486.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7486_egg.jpg,MVZ:Egg:7486,Anas crecca crecca,United Kingdom,Scotland,"Countesswells, Aberdeen",#REF!,,,
MVZ_Egg_7487.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7487_egg.jpg,MVZ:Egg:7487,Anas crecca crecca,United Kingdom,Scotland,Aberdeen,#REF!,57.13333,-2.1,6613
MVZ_Egg_5100.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/5100_egg.jpg,MVZ:Egg:5100,Anas crecca crecca,United Kingdom,Scotland,"Skene, Aberdeen",#REF!,57.15,-2.33333,4612
MVZ_Egg_7488.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7488_egg.jpg,MVZ:Egg:7488,Anas crecca crecca,United Kingdom,Scotland,Aberdeen,#REF!,57.13333,-2.1,6613
MVZ_Egg_7489.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7489_egg.jpg,MVZ:Egg:7489,Anas crecca crecca,United Kingdom,Scotland,"Harray, Orkney",#REF!,59.01667,-3.21667,5089
MVZ_Egg_7471.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7471_egg.jpg,MVZ:Egg:7471,Anas platyrhynchos platyrhynchos,United States,California,"Lake Tahoe, Al Tahoe, Rowland's Marsh",#REF!,38.935446,-119.9930753,962
MVZ_Egg_7466.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7466_egg.jpg,MVZ:Egg:7466,Anas platyrhynchos platyrhynchos,United States,California,"Lake Tahoe, near Jameson Beach",#REF!,,,
MVZ_Egg_7468.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7468_egg.jpg,MVZ:Egg:7468,Anas platyrhynchos platyrhynchos,United States,California,"Lake Tahoe, Roland's Marsh, Copland's",#REF!,38.935446,-119.9930753,962
MVZ_Egg_7467.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7467_egg.jpg,MVZ:Egg:7467,Anas platyrhynchos platyrhynchos,United States,California,"Lake Tahoe, Rowland's Marsh, Copland's",#REF!,38.935446,-119.9930753,962
MVZ_Egg_3638.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/3638_egg.jpg,MVZ:Egg:3638,Anas platyrhynchos platyrhynchos,United States,North Dakota,"Carpenter Lakes Mts., on small island",#REF!,,,
MVZ_Egg_5087.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/5087_egg.jpg,MVZ:Egg:5087,Anas rubripes,Canada,Ontario,"Ontario, Rice Lake",#REF!,44.17101,-78.18063,29900
MVZ_Egg_3176.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/3176_egg.jpg,MVZ:Egg:3176,Anas acuta,United States,Alaska,Point Barrow 6 mi from,#REF!,71.38555556,-156.4722222,12712
MVZ_Egg_2679.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/2679_egg.jpg,MVZ:Egg:2679,Anas acuta,United States,North Dakota,"Devils Lake, Graham Island",#REF!,48.1128,-98.8647,1635
MVZ_Egg_4601.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/4601_egg.jpg,MVZ:Egg:4601,Anas acuta,United States,Idaho,near Rupert,#REF!,42.6192,-113.6764,3555
MVZ_Egg_7499.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7499_egg.jpg,MVZ:Egg:7499,Anas acuta,United States,California,Grasshopper Meadows,#REF!,40.8437177,-120.7042143,8420
MVZ_Egg_7491.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7491_egg.jpg,MVZ:Egg:7491,Anas acuta,United States,California,"Lake Tahoe, Al Tahoe, Rowland's Marsh",#REF!,38.935446,-119.9930753,962
MVZ_Egg_7494.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7494_egg.jpg,MVZ:Egg:7494,Anas acuta,United States,California,"Lake Tahoe, Al Tahoe, Rowland's Marsh",#REF!,38.935446,-119.9930753,962
MVZ_Egg_7502.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7502_egg.jpg,MVZ:Egg:7502,Anas bahamensis bahamensis,Trinidad and Tobago,Caroni Parish,"Caroni Swamp, Trinidad",#REF!,10.6,-61.45,9591
MVZ_Egg_13209.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/13209_egg.jpg,MVZ:Egg:13209,Anas fulvigula fulvigula,United States,Florida,Merritt Island,#REF!,30.6554,-81.7258,29800
MVZ_Egg_2676.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/2676_egg.jpg,MVZ:Egg:2676,Anas platyrhynchos platyrhynchos,United States,Oregon,Burns,#REF!,43.5864,-119.0531,1624
MVZ_Egg_3175.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/3175_egg.jpg,MVZ:Egg:3175,Anas platyrhynchos platyrhynchos,United States,California,near Alviso,#REF!,37.424812,-121.970047,305
MVZ_Egg_7474.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7474_egg.jpg,MVZ:Egg:7474,Anas platyrhynchos platyrhynchos,United States,California,Lake Merced S,#REF!,37.719043,-122.492614,1207
MVZ_Egg_7472.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7472_egg.jpg,MVZ:Egg:7472,Anas platyrhynchos platyrhynchos,United States,California,"Lake Tahoe, Al Tahoe, Rowland's Marsh",#REF!,38.935446,-119.9930753,962
MVZ_Egg_7469.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7469_egg.jpg,MVZ:Egg:7469,Anas platyrhynchos platyrhynchos,United States,California,"Lake Tahoe, Rowland's Marsh, Copland's",#REF!,38.935446,-119.9930753,962
MVZ_Egg_7470.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7470_egg.jpg,MVZ:Egg:7470,Anas platyrhynchos platyrhynchos,United States,California,"Lake Tahoe, Rowland's Marsh, Copland's",#REF!,38.935446,-119.9930753,962
MVZ_Egg_7473.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7473_egg.jpg,MVZ:Egg:7473,Anas platyrhynchos platyrhynchos,United States,California,Condon's Lake,#REF!,,,
MVZ_Egg_7475.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7475_egg.jpg,MVZ:Egg:7475,Anas zonorhyncha,China,Heilongjiang Province,Harbin 17 mi E,#REF!,45.73083007,126.8651539,19514
MVZ_Egg_7492.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7492_egg.jpg,MVZ:Egg:7492,Anas acuta,United States,California,"Lake Tahoe, Al Tahoe, Rowland's Marsh",#REF!,38.935446,-119.9930753,962
MVZ_Egg_7493.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7493_egg.jpg,MVZ:Egg:7493,Anas acuta,United States,California,"Lake Tahoe, Al Tahoe, Rowland's Marsh",#REF!,38.935446,-119.9930753,962
MVZ_Egg_7495.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7495_egg.jpg,MVZ:Egg:7495,Anas acuta,United States,California,"Lake Tahoe, Al Tahoe, Rowland's Marsh",#REF!,38.935446,-119.9930753,962
MVZ_Egg_7497.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7497_egg.jpg,MVZ:Egg:7497,Anas acuta,United States,California,"Lake Tahoe, Al Tahoe, Rowland's Marsh",#REF!,38.935446,-119.9930753,962
MVZ_Egg_7496.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7496_egg.jpg,MVZ:Egg:7496,Anas acuta,United States,California,"Lake Tahoe, Al Tahoe, Rowland's Marsh",#REF!,38.935446,-119.9930753,962
MVZ_Egg_7498.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7498_egg.jpg,MVZ:Egg:7498,Anas acuta,United States,California,"Lake Tahoe, Jameson Beach",#REF!,,,
MVZ_Egg_7490.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7490_egg.jpg,MVZ:Egg:7490,Anas acuta,United States,California,"Lake Tahoe, Rowland's Marsh",#REF!,38.935446,-119.9930753,962
MVZ_Egg_5095.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/5095_egg.jpg,MVZ:Egg:5095,Anas acuta,United States,California,Tulare 14 mi SW,#REF!,36.0263457,-119.486122,5633
MVZ_Egg_7500.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7500_egg.jpg,MVZ:Egg:7500,Anas acuta,United States,California,Los Baños,#REF!,37.060514,-120.84778,805
MVZ_Egg_7501.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7501_egg.jpg,MVZ:Egg:7501,Anas acuta,United States,California,Los Baños,#REF!,37.060514,-120.84778,805
MVZ_Egg_7477.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7477_egg.jpg,MVZ:Egg:7477,Spatula cyanoptera septentrionalium,United States,California,"Lake Tahoe, Al Tahoe",#REF!,38.94194,-119.982498,496
MVZ_Egg_7478.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7478_egg.jpg,MVZ:Egg:7478,Spatula cyanoptera septentrionalium,United States,California,"Lake Tahoe, Al Tahoe",#REF!,38.94194,-119.982498,496
MVZ_Egg_7479.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7479_egg.jpg,MVZ:Egg:7479,Spatula cyanoptera septentrionalium,United States,California,"Lake Tahoe, Al Tahoe",#REF!,38.94194,-119.982498,496
MVZ_Egg_7480.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7480_egg.jpg,MVZ:Egg:7480,Spatula cyanoptera septentrionalium,United States,California,"Lake Tahoe, Al Tahoe",#REF!,38.94194,-119.982498,496
MVZ_Egg_7476.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7476_egg.jpg,MVZ:Egg:7476,Spatula cyanoptera septentrionalium,United States,California,"Lake Tahoe, Al Tahoe",#REF!,38.94194,-119.982498,496
MVZ_Egg_7481.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7481_egg.jpg,MVZ:Egg:7481,Spatula cyanoptera septentrionalium,United States,California,"Lake Tahoe, Rowland's Marsh, Copland's",#REF!,38.9359414,-119.993201,1000
MVZ_Egg_7482.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7482_egg.jpg,MVZ:Egg:7482,Spatula cyanoptera septentrionalium,United States,California,"Lake Tahoe, Rowland's Marsh, Copland's",#REF!,38.9359414,-119.993201,1000
MVZ_Egg_7483.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7483_egg.jpg,MVZ:Egg:7483,Spatula cyanoptera septentrionalium,United States,California,"Lake Tahoe, Rowland's Marsh, Copland's",#REF!,38.9359414,-119.993201,1000
MVZ_Egg_7484.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7484_egg.jpg,MVZ:Egg:7484,Spatula cyanoptera septentrionalium,United States,California,Los Baños,#REF!,37.060514,-120.84778,805
MVZ_Egg_4603.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/4603_egg.jpg,MVZ:Egg:4603,Spatula cyanoptera septentrionalium,United States,Utah,Chesapeake Lake,#REF!,41.48694,-112.17194,1609
MVZ_Egg_5104.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/5104_egg.jpg,MVZ:Egg:5104,Spatula cyanoptera septentrionalium,United States,Utah,Salt Lake County (no specific locality),#REF!,40.667317,-111.912617,31469
MVZ_Egg_5103.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/5103_egg.jpg,MVZ:Egg:5103,Spatula discors,United States,North Dakota,"Freshwater Lake, N of Devils Lake",#REF!,48.2139,-98.8196,1635
MVZ_Egg_2680.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/2680_egg.jpg,MVZ:Egg:2680,Spatula discors,United States,Wisconsin,Leroy,#REF!,43.5736,-88.5606,1624
MVZ_Egg_7485.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7485_egg.jpg,MVZ:Egg:7485,Spatula discors,United States,Illinois,Calumet City,#REF!,41.61556,-87.52944,4719
MVZ_Egg_4602.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/4602_egg.jpg,MVZ:Egg:4602,Spatula discors,United States,North Dakota,"Mouse River, S of Westhope",#REF!,48.8645,-101.0188,1635
MVZ_Egg_5109.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/5109_egg.jpg,MVZ:Egg:5109,Spatula clypeata,United States,North Dakota,Grand Harbor,#REF!,48.1697,-98.9839,187
MVZ_Egg_2682.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/2682_egg.jpg,MVZ:Egg:2682,Spatula clypeata,United States,Utah,Jordan River,#REF!,40.63565,-111.9243,32187
MVZ_Egg_7505.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7505_egg.jpg,MVZ:Egg:7505,Spatula clypeata,United Kingdom,Scotland,Fifeshire,#REF!,56.33333,-3,57123
MVZ_Egg_7504.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7504_egg.jpg,MVZ:Egg:7504,Spatula clypeata,United States,California,Stockton,#REF!,37.963736,-121.28883,3219
MVZ_Egg_13210.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/13210_egg.jpg,MVZ:Egg:13210,Spatula cyanoptera septentrionalium,United States,California,"Lake Henshaw, 55 mi N of San Diego",#REF!,33.2319,-116.7591,1609
MVZ_Egg_2681.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/2681_egg.jpg,MVZ:Egg:2681,Spatula cyanoptera septentrionalium,United States,California,Lake Tahoe,#REF!,39.0850085,-120.0422545,17487
MVZ_Egg_5781.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/5781_egg.jpg,MVZ:Egg:5781,Mareca strepera strepera,United States,North Dakota,Sweetwater Lake,#REF!,48.2167,-98.8222,2440
MVZ_Egg_4604.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/4604_egg.jpg,MVZ:Egg:4604,Aix sponsa,United States,California,near Oroville,#REF!,39.5123126,-121.5553498,8060
MVZ_Egg_2678.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/2678_egg.jpg,MVZ:Egg:2678,Mareca americana,Canada,Saskatchewan,Crescent Lake,#REF!,51.01667,-102.48333,4192
MVZ_Egg_5093.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/5093_egg.jpg,MVZ:Egg:5093,Mareca americana,United States,Utah,Box Elder County (no specific locality),#REF!,41.521018,-113.082025,101006
MVZ_Egg_7503.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7503_egg.jpg,MVZ:Egg:7503,Mareca penelope,Iceland,,No specific locality recorded.,#REF!,,,
MVZ_Egg_13029.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/13029_egg.jpg,MVZ:Egg:13029,Mareca strepera strepera,United States,California,Beckwith,#REF!,39.818871,-120.377779,229
MVZ_Egg_2677.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/2677_egg.jpg,MVZ:Egg:2677,Mareca strepera strepera,United States,Utah,Salt Lake County (no specific locality),#REF!,40.667317,-111.912617,31469
MVZ_Egg_13054.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/13054_egg.jpg,MVZ:Egg:13054,Aythya valisineria,Canada,British Columbia,"Carpenters Mt., Cariboo",#REF!,50.0167,-117.35,3977
MVZ_Egg_4605.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/4605_egg.jpg,MVZ:Egg:4605,Aythya americana,United States,Idaho,Paul,#REF!,42.6081,-113.7825,980
MVZ_Egg_3639.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/3639_egg.jpg,MVZ:Egg:3639,Aythya americana,United States,California,Buena Vista Lake,#REF!,35.1881396,-119.286876,8542
MVZ_Egg_3641.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/3641_egg.jpg,MVZ:Egg:3641,Aythya americana,United States,California,Buena Vista Lake,#REF!,35.1881396,-119.286876,8542
MVZ_Egg_3640.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/3640_egg.jpg,MVZ:Egg:3640,Aythya americana,United States,California,Buena Vista Lake,#REF!,35.1881396,-119.286876,8542
MVZ_Egg_7506.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7506_egg.jpg,MVZ:Egg:7506,Aythya americana,United States,California,Dos Palos,#REF!,36.98789,-120.630466,402
MVZ_Egg_2683.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/2683_egg.jpg,MVZ:Egg:2683,Aythya americana,United States,California,"Castroville near, Empire Gun Club",#REF!,36.766311,-121.751996,1127
MVZ_Egg_13211.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/13211_egg.jpg,MVZ:Egg:13211,Aythya americana,United States,Nevada,"Ruby Lake W side, 6 mi N Elko County line",#REF!,40.21,-115.5,428
MVZ_Egg_5114.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/5114_egg.jpg,MVZ:Egg:5114,Aythya americana and Mareca americana,United States,Utah,Salt Lake County (no specific locality),#REF!,40.667317,-111.912617,31469
MVZ_Egg_3642.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/3642_egg.jpg,MVZ:Egg:3642,Aythya affinis,United States,Alaska,Fort Yukon,#REF!,66.56472222,-145.2738889,1674
MVZ_Egg_2685.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/2685_egg.jpg,MVZ:Egg:2685,Aythya affinis,Canada,Alberta,"Bowden, Muskeg, northern Alberta",#REF!,51.93333,-114.02917,586
MVZ_Egg_5118.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/5118_egg.jpg,MVZ:Egg:5118,Aythya affinis,Canada,Alberta,Little Red Deer River,#REF!,52.00417,-114.16028,7086
MVZ_Egg_2684.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/2684_egg.jpg,MVZ:Egg:2684,Aythya collaris,Canada,Manitoba,Shoal Lake,#REF!,,,
MVZ_Egg_5117.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/5117_egg.jpg,MVZ:Egg:5117,Aythya marila nearctica,Canada,Alberta,Little Red Deer River,#REF!,52.00417,-114.16028,7086
MVZ_Egg_2690.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/2690_egg.jpg,MVZ:Egg:2690,Somateria mollissima dresseri,Canada,Newfoundland and Labrador,"Labrador coast of, Cape Whipple",#REF!,,,
MVZ_Egg_7513.jpg,https://web.corral.tacc.utexas.edu/MVZ/eggs/photos/jpg/7513_egg.jpg,MVZ:Egg:7513,Somateria mollissima mollissima,United Kingdom,Scotland,"Newburgh, Aberdeenshire",#REF!,57.3,-2,3111
